User_Id,Recency,Frequency,Total_Spend,Avg_Transaction_Value,Std_Transaction_Value,Min_Transaction_Value,Max_Transaction_Value,Total_Points,Avg_Points,Customer_Age,Max_Trx_Rank,Num_Merchants,Num_Categories,Spending_Consistency,Points_Per_Spend,Customer_Lifetime,Trx_Frequency_Per_Day,Avg_Days_Between_Trx,Merchant_Diversity_Ratio,Category_Diversity_Ratio,Trx_Value_Range,Has_High_Value_Trx,Engagement_Score,Spend_Electronics,Spend_FandB,Spend_Fashion,Spend_Grocery,Spend_Health_and_Beauty,Spend_Other,Spend_Transportaion,Pref_Electronics,Pref_FandB,Pref_Fashion,Pref_Grocery,Pref_Health_and_Beauty,Pref_Other,Pref_Transportaion,Spend_Merchant_8,Spend_Merchant_3,Spend_Merchant_54,Spend_Merchant_7,Spend_Merchant_29,Spend_Merchant_26,Spend_Merchant_33,Spend_Merchant_40,Spend_Merchant_13,Spend_Merchant_22,Favorite_Merchant,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Segment,RFM_Category
10,20,5,1169.7,233.94,110.20307618211028,118.0,398.0,11697,2339.4,20,4,2,2,0.008992556989721786,10.0,0,5.0,0.0,0.4,0.4,280.0,1,0.2659328957533825,0.0,0.0,398.0,771.7,0.0,0.0,0.0,0.0,0.0,0.3402581858596221,0.6597418141403779,0.0,0.0,0.0,771.7,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,5,3.6,515,Promising
11,297,1,329.3,329.3,0.0,329.3,329.3,3293,3293.0,297,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1274937440133176,0.0,0.0,0.0,329.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,4,2.05,114,Others
12,239,1,182.0,182.0,0.0,182.0,182.0,1820,1820.0,239,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14414584809320935,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,2,1.65,212,Hibernating
13,20,4,1224.6,306.15,64.06317194769552,250.0,381.6,12246,3061.5,20,3,2,2,0.015369677961657065,10.0,0,4.0,0.0,0.5,0.5,131.60000000000002,1,0.2522727351239545,0.0,381.6,0.0,843.0,0.0,0.0,0.0,0.0,0.31161195492405686,0.0,0.6883880450759432,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,381.6,0.0,0.0,8.0,5,1,5,3.6,515,Promising
14,441,2,359.2,179.6,0.0,179.6,179.6,3592,1796.0,441,2,1,1,1.0,10.0,0,2.0,0.0,0.5,0.5,0.0,0,0.09913051265326112,0.0,0.0,0.0,359.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,359.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1,1,4,2.05,114,Others
15,201,1,142.0,142.0,0.0,142.0,142.0,1420,1420.0,201,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.15519268130907587,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,2,1.95,312,Promising
16,15,1,786.0,786.0,0.0,786.0,786.0,7860,7860.0,15,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.21129761081515006,0.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,5,3.6,515,Promising
17,48,1,208.0,208.0,0.0,208.0,208.0,2080,2080.0,48,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2002205384677055,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,3,2.5999999999999996,413,Promising
18,102,2,600.0,300.0,76.36753236814714,246.0,354.0,6000,3000.0,102,1,2,2,0.012925318533381431,10.0,0,2.0,0.0,1.0,1.0,108.0,1,0.19912711041808492,0.0,354.0,0.0,0.0,246.0,0.0,0.0,0.0,0.59,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,354.0,0.0,246.0,0.0,0.0,0.0,0.0,7.0,3,1,5,3.0,315,Promising
19,253,1,219.0,219.0,0.0,219.0,219.0,2190,2190.0,253,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14012987340958857,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,29.0,2,1,3,1.9999999999999998,213,Others
20,319,1,740.0,740.0,0.0,740.0,740.0,7400,7400.0,319,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.12203665962923228,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1,1,5,2.4,115,Others
21,197,1,340.0,340.0,0.0,340.0,340.0,3400,3400.0,197,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.15684516774097657,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,33.0,3,1,4,2.65,314,Promising
22,159,1,984.5,984.5,0.0,984.5,984.5,9845,9845.0,159,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.16954954848874387,0.0,0.0,0.0,984.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,5,3.0,315,Promising
23,61,1,356.0,356.0,0.0,356.0,356.0,3560,3560.0,61,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.19676661040770912,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
24,258,2,700.0,350.0,0.0,350.0,350.0,7000,3500.0,258,2,1,1,1.0,10.0,0,2.0,0.0,0.5,0.5,0.0,1,0.15362146432856527,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,5,2.7,215,Others
25,20,2,304.7,152.35,74.45834405894345,99.7,205.0,3047,1523.5,20,2,1,1,0.013252344886058738,10.0,0,2.0,0.0,0.5,0.5,105.3,0,0.222458949009586,0.0,0.0,0.0,304.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,304.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,4,3.25,514,Promising
26,48,2,288.0,144.0,82.02438661763951,86.0,202.0,2880,1440.0,48,2,1,1,0.012044653875076486,10.0,0,2.0,0.0,0.5,0.5,116.0,0,0.21420736551357386,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
27,270,1,218.0,218.0,0.0,218.0,218.0,2180,2180.0,270,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1351421146212169,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,3,1.6999999999999997,113,Others
28,299,1,210.0,210.0,0.0,210.0,210.0,2100,2100.0,299,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.12661834343447817,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1,3,1.6999999999999997,113,Others
29,27,2,161.0,80.5,41.71930009000631,51.0,110.0,1610,805.0,27,2,1,1,0.023408623219319517,10.0,0,2.0,0.0,0.5,0.5,59.0,0,0.2200581870736568,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,22.0,5,1,2,2.55,512,New Customers
30,399,1,168.0,168.0,0.0,168.0,168.0,1680,1680.0,399,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.09719112534926116,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,13.0,1,1,2,1.3499999999999999,112,Hibernating
31,138,1,246.0,246.0,0.0,246.0,246.0,2460,2460.0,138,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1739195952997291,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,3,2.3,313,Promising
32,262,1,210.0,210.0,0.0,210.0,210.0,2100,2100.0,262,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13746878331717613,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2,1,3,1.9999999999999998,213,Others
33,421,1,176.0,176.0,0.0,176.0,176.0,1760,1760.0,421,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.09075888480579461,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,1,2,1.3499999999999999,112,Hibernating
34,88,1,330.0,330.0,0.0,330.0,330.0,3300,3300.0,88,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1887857616754417,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
35,34,3,1706.0,568.6666666666666,451.0668834367397,186.0,1066.0,17060,5686.666666666667,34,3,1,1,0.0022120620568304374,10.0,0,3.0,0.0,0.3333333333333333,0.3333333333333333,880.0,1,0.23553979157668414,0.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,5,3.6,515,Promising
36,20,1,150.0,150.0,0.0,150.0,150.0,1500,1500.0,20,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20829123255446563,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,29.0,5,1,2,2.55,512,New Customers
37,326,1,142.0,142.0,0.0,142.0,142.0,1420,1420.0,326,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.11853578981347469,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1,1,2,1.3499999999999999,112,Hibernating
38,225,1,196.7,196.7,0.0,196.7,196.7,1967,1967.0,225,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.14828701665177432,0.0,0.0,0.0,196.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,196.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,3,1.9999999999999998,213,Others
39,68,1,230.0,230.0,0.0,230.0,230.0,2300,2300.0,68,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.19440870981774724,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,33.0,4,1,3,2.5999999999999996,413,Promising
40,263,1,400.0,400.0,0.0,400.0,400.0,4000,4000.0,263,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1376356217294935,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,1,4,2.3499999999999996,214,Others
41,238,1,204.0,204.0,0.0,204.0,204.0,2040,2040.0,238,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.1444923772145121,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,22.0,2,1,3,1.9999999999999998,213,Others
42,47,1,278.0,278.0,0.0,278.0,278.0,2780,2780.0,47,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.2006833017475638,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
43,112,1,340.0,340.0,0.0,340.0,340.0,3400,3400.0,112,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.18177185395798534,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3,1,4,2.65,314,Promising
44,10,1,162.0,162.0,0.0,162.0,162.0,1620,1620.0,10,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.21125284241375258,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,13.0,5,1,2,2.55,512,New Customers
45,173,1,184.0,184.0,0.0,184.0,184.0,1840,1840.0,173,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.16350552989282657,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,2,1.95,312,Promising
46,259,1,468.7,468.7,0.0,468.7,468.7,4687,4687.0,259,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.13897500239678529,0.0,0.0,0.0,468.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,468.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,5,2.7,215,Others
47,17,1,200.0,200.0,0.0,200.0,200.0,2000,2000.0,17,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.20929207519885537,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,3,2.9,513,Promising
48,36,1,336.0,336.0,0.0,336.0,336.0,3360,3360.0,36,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.20404955780743123,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,29.0,4,1,4,2.9499999999999997,414,Promising
49,52,2,906.0,453.0,128.69343417595164,362.0,544.0,9060,4530.0,52,1,2,2,0.007710490560712014,10.0,0,2.0,0.0,1.0,1.0,182.0,1,0.2145308597771167,0.0,0.0,544.0,362.0,0.0,0.0,0.0,0.0,0.0,0.6004415011037527,0.3995584988962472,0.0,0.0,0.0,362.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,0.0,29.0,4,1,5,3.3,415,Promising
50,133,1,380.0,380.0,0.0,380.0,380.0,3800,3800.0,133,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1757103579855206,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,4,2.65,314,Promising
51,150,1,194.0,194.0,0.0,194.0,194.0,1940,1940.0,150,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.17027461337771627,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,3,2.3,313,Promising
52,117,1,382.0,382.0,0.0,382.0,382.0,3820,3820.0,117,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.18040728318689736,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,26.0,3,1,4,2.65,314,Promising
53,79,1,190.0,190.0,0.0,190.0,190.0,1900,1900.0,79,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.19108604156733813,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,3,2.5999999999999996,413,Promising
54,187,1,118.0,118.0,0.0,118.0,118.0,1180,1180.0,187,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.15924013607730544,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,1,1.6,311,Promising
55,8,1,218.0,218.0,0.0,218.0,218.0,2180,2180.0,8,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.21197495919599696,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5,1,3,2.9,513,Promising
56,178,1,986.0,986.0,0.0,986.0,986.0,9860,9860.0,178,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.16398133329886735,0.0,0.0,0.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3,1,5,3.0,315,Promising
57,271,1,194.7,194.7,0.0,194.7,194.7,1947,1947.0,271,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.13479243749145328,0.0,0.0,0.0,194.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,3,1.6999999999999997,113,Others
58,53,1,390.0,390.0,0.0,390.0,390.0,3900,3900.0,53,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1991949839924044,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4,1,4,2.9499999999999997,414,Promising
59,311,1,160.0,160.0,0.0,160.0,160.0,1600,1600.0,311,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.12297820460240513,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,2,1.3499999999999999,112,Hibernating
60,111,1,292.0,292.0,0.0,292.0,292.0,2920,2920.0,111,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.18194887493139467,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,1,4,2.65,314,Promising
61,266,1,766.9,766.9,0.0,766.9,766.9,7669,7669.0,266,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,1,0.1376443211830577,0.0,0.0,0.0,766.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,766.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,5,2.7,215,Others
62,297,1,250.0,250.0,0.0,250.0,250.0,2500,2500.0,297,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.12730171549720404,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,40.0,1,1,3,1.6999999999999997,113,Others
63,12,1,85.5,85.5,0.0,85.5,85.5,855,855.0,12,1,1,1,,10.0,0,1.0,0.0,1.0,1.0,0.0,0,0.21048108395962514,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,5,1,1,2.2,511,New Customers
